"ward","sect","block","lot","propertyAddress","lotSize","cityTax","stateTax","resCode","asOfDate","orig_lot"
"1","100","1893","017","3103 O'DONNELL ST",1125,"6973.30","347.42","PRINCIPAL RESIDENCE","03/25/2015","15X75"
"26","170","6331","042","312 OLDHAM ST",889,"2562.72","127.68","PRINCIPAL RESIDENCE","03/25/2015","12.7X70"
"25","40","7492C","422","2440 HARRIET AVE",1699.2,"2481.79","123.65","PRINCIPAL RESIDENCE","03/25/2015","16X106.2"
"1","90","1902E","204","2772 LIGHTHOUSE POINT EAST U# 200",939,"5058.00","252.00","PRINCIPAL RESIDENCE","03/25/2015","939 SQ FT"
"15","280","2835","025","4004 ALTO ROAD",7500,"3419.21","170.35","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"16","70","2363","025","2501 W LANVALE ST",1389.2,"1587.09","79.07","PRINCIPAL RESIDENCE","03/25/2015","15.10X92"
"27","30","5674B","007A","5909 GLENOAK AVE",3875,"2632.41","131.15","PRINCIPAL RESIDENCE","03/25/2015","31X125"
"27","220","4400A","038","6010 BAYWOOD AVE",8133.62,"5253.58","261.74","PRINCIPAL RESIDENCE","03/25/2015","60.2X135.11"
"27","10","5897","014","3109 JUNEAU PL",6250,"5098.46","254.02","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"24","10","0937","075","210 GRINDALL ST",1297.8,"7618.47","379.57","PRINCIPAL RESIDENCE","03/25/2015","20.6X63"
"8","20","4168","014","2007 N WASHINGTON ST",1500,"398.64","19.86","PRINCIPAL RESIDENCE","03/25/2015","15X100"
"28","30","8302","009","4313 MAINE AVE",12519,"4167.79","207.65","PRINCIPAL RESIDENCE","03/25/2015","65X192.6"
"27","490","5165D","003","5208 MIDWOOD AVE",6250,"2369.39","118.05","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"8","160","1455","015","1623 N MILTON AVE",980,"323.71","16.13","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"25","20","7755","181","1609 S ELLAMONT ST",1873.6,"2641.40","131.60","PRINCIPAL RESIDENCE","03/25/2015","16X117.1"
"27","220","4701","011","2403 KEN OAK ROAD",23155,"5921.23","295.01","PRINCIPAL RESIDENCE","03/25/2015","110X210.5"
"19","40","0166","045","1535 PENROSE AVE",908.8,"1800.65","89.71","PRINCIPAL RESIDENCE","03/25/2015","14.2X64"
"27","20","5812A","001B","5617 HILLTOP AVE",7500,"4343.14","216.38","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"28","10","4502","101","5408 LYNVIEW AVE",1520,"2522.26","125.66","PRINCIPAL RESIDENCE","03/25/2015","19X80"
"27","180","4811","039","4559 THE STRAND",1710,"1704.73","84.93","PRINCIPAL RESIDENCE","03/25/2015","18X95"
"6","40","1670","015","2207 JEFFERSON ST",1120,"2134.09","106.32","PRINCIPAL RESIDENCE","03/25/2015","14X80"
"27","230","4429D","015","5805 NARCISSUS AVE",5498.5,"3010.07","149.97","PRINCIPAL RESIDENCE","03/25/2015","35X157.10"
"20","220","0160","069","2141 PENROSE AVE",1251,"562.00","28.00","PRINCIPAL RESIDENCE","03/25/2015","13.9X90"
"27","90","5267O","563","1607 BURNWOOD ROAD",2215.5,"2971.86","148.06","PRINCIPAL RESIDENCE","03/25/2015","21X105.5"
"26","370","4179G","067","3611 CHESTERFIELD AVE",2000,"2023.20","100.80","PRINCIPAL RESIDENCE","03/25/2015","20X100"
"12","20","3658","060B","2950 WYMAN PKWY",2640,"4221.74","210.34","PRINCIPAL RESIDENCE","03/25/2015","24X110"
"27","220","4204","013","3226 FALLSTAFF ROAD",18806.2,"8598.60","428.40","PRINCIPAL RESIDENCE","03/25/2015","88.5X212.5"
"8","170","1483","004","2218 E OLIVER ST",1028.7,"367.17","18.29","PRINCIPAL RESIDENCE","03/25/2015","12.7X81"
"21","20","0284","078","809 RAMSAY ST",1568.16,"5923.48","295.12","PRINCIPAL RESIDENCE","03/25/2015","0.036 ACRES"
"27","510","5140E","036","841 BRADHURST ROAD",3687.5,"2798.76","139.44","PRINCIPAL RESIDENCE","03/25/2015","29.5X125"
"10","40","1157","003","904 E BIDDLE ST",1640,"1258.88","62.72","PRINCIPAL RESIDENCE","03/25/2015","16.4X100"
"25","20","7863","058","1905 DEERING AVE",4500,"3524.86","175.62","PRINCIPAL RESIDENCE","03/25/2015","45X100"
"12","180","3695A","043","3704 N CHARLES ST U# 704",1860,"6856.40","341.60","PRINCIPAL RESIDENCE","03/25/2015","1860 SQ FT"
"27","120","5070","003","4402 NORWOOD ROAD",12537,"17872.34","890.44","PRINCIPAL RESIDENCE","03/25/2015","90X139.3"
"27","220","4232","002","3416 OLYMPIA AVE",13050,"5605.01","279.25","PRINCIPAL RESIDENCE","03/25/2015","90X145"
"27","330","5435","044","6309 MARIETTA AVE",6250,"2373.89","118.27","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"15","30","2800","044","3430 W NORTH AVE",1481.04,"2766.55","137.84","PRINCIPAL RESIDENCE","03/25/2015","0.034 ACRES"
"27","580","5237","014","1304 RAMBLEWOOD ROAD",7504,"3414.71","170.13","PRINCIPAL RESIDENCE","03/25/2015","56X134"
"27","90","5267O","620","1538 WINFORD ROAD",2234,"2767.29","137.87","PRINCIPAL RESIDENCE","03/25/2015","20X111.7"
"9","210","3985","021","3622 EDNOR ROAD",2112,"3313.55","165.09","PRINCIPAL RESIDENCE","03/25/2015","20X105.6"
"27","220","4458","016","5810 KEY AVE",5474,"3264.10","162.62","PRINCIPAL RESIDENCE","03/25/2015","46X119"
"27","170","4675E","023","5736 RIDGEDALE ROAD",19233.9,"8913.32","444.08","PRINCIPAL RESIDENCE","03/25/2015","129X149.10"
"27","570","5129A","096","6100 MAYLANE DR",3270.24,"2933.64","146.16","PRINCIPAL RESIDENCE","03/25/2015","21.6X151.4"
"27","10","4153","071","2824 LAKE AVE",1800,"1935.53","96.43","PRINCIPAL RESIDENCE","03/25/2015","15X120"
"4","60","0613","049","708 VINE ST",1132.56,"989.12","49.28","PRINCIPAL RESIDENCE","03/25/2015","0.026 ACRES"
"27","80","3969H","054","1533 E COLD SPRING LANE",3444,"2493.03","124.21","PRINCIPAL RESIDENCE","03/25/2015","30X114.8"
"27","30","5686","015","3516 MARY AVE",6480,"3558.58","177.30","PRINCIPAL RESIDENCE","03/25/2015","60X108"
"27","510","5140J","010","5418 LOTHIAN ROAD",2245.82,"2573.96","128.24","PRINCIPAL RESIDENCE","03/25/2015","16.5X136.11"
"12","170","3837","009","2617 GUILFORD AVE",1848,"3958.73","197.23","PRINCIPAL RESIDENCE","03/25/2015","15.4X120"
"28","50","8102D","001","4701 DUNKIRK AVE",1382.88,"2187.30","108.98","PRINCIPAL RESIDENCE","03/25/2015","13.4X103.2"
"16","180","2503","039","774 N EDGEWOOD ST",1486.8,"1598.33","79.63","PRINCIPAL RESIDENCE","03/25/2015","18X82.6"
"12","20","3658","099","3021 CRESMONT AVE",2140,"3647.00","181.70","PRINCIPAL RESIDENCE","03/25/2015","20X107"
"1","70","1789","030","534 S LAKEWOOD AVE",980,"8886.34","442.74","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"12","190","3867","022","1 E UNIVERSITY PKWY U# 204",1071,"3109.73","154.93","PRINCIPAL RESIDENCE","03/25/2015","1071 S.F."
"27","40","5559","191","3005 WOODRING AVE",6000,"3918.26","195.22","PRINCIPAL RESIDENCE","03/25/2015","50X120"
"26","220","5997","066","4607 WILLSHIRE AVE",7300,"3223.63","160.61","PRINCIPAL RESIDENCE","03/25/2015","50X146"
"27","220","4456","014","5802 BLAND AVE",5250,"3288.08","163.82","PRINCIPAL RESIDENCE","03/25/2015","52.5X100"
"7","170","1627","038","732 N KENWOOD AVE",917,"644.43","32.11","PRINCIPAL RESIDENCE","03/25/2015","13.10X70"
"25","40","7471","021","2415 PUGET ST",2976,"2097.38","104.50","PRINCIPAL RESIDENCE","03/25/2015","32X93"
"2","60","1874A","073","1000 FELL ST U# 319",922,"4383.60","218.40","PRINCIPAL RESIDENCE","03/25/2015","922 SQ FT"
"23","90","1030","068","39 E BARNEY ST",852,"5680.70","283.02","PRINCIPAL RESIDENCE","03/25/2015","12X71"
"26","10","6629D","011","515 UMBRA ST",1344,"2996.58","149.30","PRINCIPAL RESIDENCE","03/25/2015","16X84"
"26","290","6113","041","3680 KENYON AVE",2016,"1753.44","87.36","PRINCIPAL RESIDENCE","03/25/2015","14X144"
"26","390","5917","015","3229 SHANNON DR",1845.06,"2047.93","102.03","PRINCIPAL RESIDENCE","03/25/2015","16.10X114.6"
"25","10","8142","043","615 GIBSON ROAD",2017.8,"1895.06","94.42","PRINCIPAL RESIDENCE","03/25/2015","18X112.10"
"27","570","5137K","030","6203 MARLORA ROAD",2747.55,"2299.70","114.58","PRINCIPAL RESIDENCE","03/25/2015","19.5X140.9"
"22","10","0876","124","10 E LEE ST U# 2507",1607,"11869.44","591.36","PRINCIPAL RESIDENCE","03/25/2015","1607 SQ FT"
"16","60","2516","042","3905 COLBORNE ROAD",1470,"1868.09","93.07","PRINCIPAL RESIDENCE","03/25/2015","14X105"
"26","90","6436","023","628 GRUNDY ST",952,"3531.61","175.95","PRINCIPAL RESIDENCE","03/25/2015","13.6X70"
"27","230","4205","002N","7368 PARK HEIGHTS AVE",1749.96,"2517.76","125.44","PRINCIPAL RESIDENCE","03/25/2015","1749.96 S.F."
"9","220","3972A","039","3804 ELKADER ROAD",1615,"3080.50","153.48","PRINCIPAL RESIDENCE","03/25/2015","19X85"
"27","160","4908","006","4826 ROLAND AVE",17894.4,"11361.39","566.05","PRINCIPAL RESIDENCE","03/25/2015","93.2X192"
"25","50","7615","010","440 ROUNDVIEW ROAD",1264.2,"2317.69","115.47","PRINCIPAL RESIDENCE","03/25/2015","14X90.3"
"22","90","0901","003","708 S SHARP ST",1136,"8526.66","424.82","PRINCIPAL RESIDENCE","03/25/2015","14.2X80"
"15","240","3118C","041","3532 LYNCHESTER ROAD",3993.85,"3030.30","150.98","PRINCIPAL RESIDENCE","03/25/2015","35X114.11"
"13","140","3533","060","817 W 35TH ST",1072,"2753.80","137.20","PRINCIPAL RESIDENCE","03/25/2015","13.4X80"
"20","170","2281","335","333 N EDGEWOOD ST",2548.35,"1883.82","93.86","PRINCIPAL RESIDENCE","03/25/2015","31.5X80.9"
"15","220","2940","017","3713 BELLE AVE",7790,"3345.02","166.66","PRINCIPAL RESIDENCE","03/25/2015","50X155.8"
"26","150","6289","028","3502 E PRATT ST",1330,"1836.62","91.50","PRINCIPAL RESIDENCE","03/25/2015","13.3X100"
"24","80","1944","005","1709 JACKSON ST",1040,"5505.35","274.29","PRINCIPAL RESIDENCE","03/25/2015","13X80"
"13","80","3422","041F","2335 MCCULLOH ST",1960.2,"2714.08","135.22","PRINCIPAL RESIDENCE","03/25/2015","0.045 ACRES"
"28","50","7900E","030H","807 COOKS LANE",2225.28,"2935.89","146.27","PRINCIPAL RESIDENCE","03/25/2015","19.2X115.9"
"1","140","1751","058","104 S ELLWOOD AVE",968.44,"3284.33","163.63","PRINCIPAL RESIDENCE","03/25/2015","14.2X68.2"
"27","560","5138A","305","1044 REVERDY ROAD",2414.01,"2911.16","145.04","PRINCIPAL RESIDENCE","03/25/2015","20.1X120.1"
"15","50","3013","056","2922 WALBROOK AVE",2100,"337.20","16.80","PRINCIPAL RESIDENCE","03/25/2015","14X150"
"16","90","0107","021","1915 HARLEM AVE",1299,"269.76","13.44","PRINCIPAL RESIDENCE","03/25/2015","15X86.6"
"8","10","4193","006","2410 ERDMAN AVE",20125,"7137.40","355.60","PRINCIPAL RESIDENCE","03/25/2015","115X175"
"25","20","7703D","003","1306 FOREST HILL AVE",5000,"2920.15","145.49","PRINCIPAL RESIDENCE","03/25/2015","50X100"
"1","110","1881","014","934 S EAST AVE",952,"5698.68","283.92","PRINCIPAL RESIDENCE","03/25/2015","13.6X70"
"15","370","2324","067","1649 N SMALLWOOD ST",1330,"674.40","33.60","PRINCIPAL RESIDENCE","03/25/2015","14X95"
"21","70","0851","001","528 SCOTT ST",857.6,"3956.48","197.12","PRINCIPAL RESIDENCE","03/25/2015","16X53.6"
"7","10","1609","056","2522 E MADISON ST",975,"562.00","28.00","PRINCIPAL RESIDENCE","03/25/2015","13X75"
"12","20","3653","023","2951 MILES AVE",720,"1731.70","86.28","PRINCIPAL RESIDENCE","03/25/2015","12X60"
"27","80","3969E","020","1519 NORTHWICK ROAD",3759.13,"2738.06","136.42","PRINCIPAL RESIDENCE","03/25/2015","31.3X120.1"
"3","60","1409","008","1006 STILES ST",786.24,"3630.52","180.88","PRINCIPAL RESIDENCE","03/25/2015","12.6X62.4"
"15","240","3100E","015","3128 SEQUOIA AVE",1615,"2690.11","134.03","PRINCIPAL RESIDENCE","03/25/2015","19X85"
"27","240","5387","490A","2017 HILLENWOOD ROAD",3867.72,"3046.04","151.76","PRINCIPAL RESIDENCE","03/25/2015","38.6X100.2"
"12","10","3701D","106","221 RIDGEMEDE ROAD U# 306",1160.68,"2248.00","112.00","PRINCIPAL RESIDENCE","03/25/2015","1160.68 SQ FT"
"28","40","8415","001A","5317 WINDSOR MILL ROAD",5700,"4100.35","204.29","PRINCIPAL RESIDENCE","03/25/2015","45.6X125"
"28","40","2849A","004","3005 LAWINA ROAD",4102.23,"2798.76","139.44","PRINCIPAL RESIDENCE","03/25/2015","34.1X120.3"
"13","50","3232A","038","2310 RUSKIN AVE",1048.8,"1195.94","59.58","PRINCIPAL RESIDENCE","03/25/2015","13.11X80"
"26","170","6344B","024","347 GUSRYAN ST",1288,"1971.50","98.22","PRINCIPAL RESIDENCE","03/25/2015","14X92"
"27","30","5641","015","6206 ALTA AVE",4909.41,"4615.14","229.94","PRINCIPAL RESIDENCE","03/25/2015","51.3X95.7"
"27","580","5237","428","6005 FALKIRK ROAD",4128,"2286.22","113.90","PRINCIPAL RESIDENCE","03/25/2015","34.4X120"
"15","270","3085","169C","2205 KOKO LANE",1440,"1814.88","90.42","PRINCIPAL RESIDENCE","03/25/2015","16X90"
"27","160","4778E","123","32 BOUTON GREEN CT",4505.19,"5170.40","257.60","PRINCIPAL RESIDENCE","03/25/2015","4505.19 S.F."
"16","20","0053","055","1106 N STRICKER ST",1095.84,"316.97","15.79","PRINCIPAL RESIDENCE","03/25/2015","14.4X76.10"
"27","30","5695F","082","4101 MARY AVE",2142,"2580.70","128.58","PRINCIPAL RESIDENCE","03/25/2015","23.8X90"
"27","610","5053E","012","318 RADNOR ROAD",6555,"3250.61","161.95","PRINCIPAL RESIDENCE","03/25/2015","50X131.10"
"27","30","5634A","010","6208 EASTERN PKWY",5694,"3650.75","181.89","PRINCIPAL RESIDENCE","03/25/2015","52X109.5"
"25","10","8149","043","715 DEVONSHIRE ROAD",4668.6,"2652.64","132.16","PRINCIPAL RESIDENCE","03/25/2015","50.2X93"
"27","610","5053F","077","204 WESTWAY",20681.5,"12979.95","646.69","PRINCIPAL RESIDENCE","03/25/2015","95X217.7"
"25","80","7267","010","3706 PENNINGTON AVE",1360,"1686.00","84.00","PRINCIPAL RESIDENCE","03/25/2015","16X85"
"27","220","4348","026","6218 BENHURST ROAD",8316,"5424.42","270.26","PRINCIPAL RESIDENCE","03/25/2015","70X118.8"
"13","40","3390B","023","2057 DRUID PARK DR",2070,"3075.26","153.22","PRINCIPAL RESIDENCE","03/25/2015","18X115"
"1","100","1902F","016","2901 BOSTON ST U# 207",1354,"11127.60","554.40","PRINCIPAL RESIDENCE","03/25/2015","1354 SQ FT"
"26","10","6728","007","6700 O'DONNELL ST",13446.9,"2953.87","147.17","PRINCIPAL RESIDENCE","03/25/2015","91.6X146.8"
"27","20","5763","032","3506 KEENE AVE",17550,"3565.33","177.63","PRINCIPAL RESIDENCE","03/25/2015","90X195"
"27","510","5138","010","702 SAINT DUNSTANS ROAD",6795.36,"2319.94","115.58","PRINCIPAL RESIDENCE","03/25/2015","0.156 ACRES"
"7","170","1643","087","620 N BELNORD AVE",825.6,"229.30","11.42","PRINCIPAL RESIDENCE","03/25/2015","12.9X64"
"25","50","7470G","031","2708 MARBOURNE AVE",1600,"2699.85","134.51","PRINCIPAL RESIDENCE","03/25/2015","16X100"
"9","220","3972A","050","3826 ELKADER ROAD",14014.8,"2996.58","149.30","PRINCIPAL RESIDENCE","03/25/2015","102X137.4"
"27","130","4960A","168","4401 ROLAND AVE U# 308",891,"1416.24","70.56","PRINCIPAL RESIDENCE","03/25/2015","891 SQ FT"
"27","180","3303","008","2624 W COLD SPRING LANE",2760,"337.20","16.80","PRINCIPAL RESIDENCE","03/25/2015","24X115"
"27","600","5237B","254","1532 RAMBLEWOOD ROAD",2257.2,"2832.48","141.12","PRINCIPAL RESIDENCE","03/25/2015","19X118.8"
"16","200","2442A","033","3124 NORMOUNT AVE",1795.5,"1503.91","74.93","PRINCIPAL RESIDENCE","03/25/2015","18.9X95"
"28","50","8030H","012M","4449 OLD FREDERICK ROAD",2470,"2268.23","113.01","PRINCIPAL RESIDENCE","03/25/2015","19X130"
"13","30","3518A","025","3624 ASH ST",2636.2,"2693.10","134.18","PRINCIPAL RESIDENCE","03/25/2015","26.9X98"
"22","40","0685B","013","325 S FREMONT AVE",1120,"3581.06","178.42","PRINCIPAL RESIDENCE","03/25/2015","16X70"
"15","340","3307A","025E","2656 PARK HEIGHTS TERR",1377.5,"337.20","16.80","PRINCIPAL RESIDENCE","03/25/2015","19X72.5"
"27","510","5140D","019","837 BENNINGHAUS ROAD",2722.7,"2468.30","122.98","PRINCIPAL RESIDENCE","03/25/2015","19X143.3"
"27","40","5583","004","3803 OVERLEA AVE",7250,"2274.98","113.34","PRINCIPAL RESIDENCE","03/25/2015","50X145"
"28","30","8373C","010","3123 MILFORD AVE",6000,"2776.28","138.32","PRINCIPAL RESIDENCE","03/25/2015","50X120"
"1","120","1870","073","809 S DECKER AVE",754,"6701.29","333.87","PRINCIPAL RESIDENCE","03/25/2015","11.6X65"
"16","220","2388A","052","2810 WINCHESTER ST",1400,"1632.05","81.31","PRINCIPAL RESIDENCE","03/25/2015","14X100"
"24","130","1922","247","100 HARBORVIEW DR U# 1810",1644,"5174.90","257.82","PRINCIPAL RESIDENCE","03/25/2015","1644 SQ FT"
"9","110","1107","030","1724 N CAROLINE ST",1200,"524.53","26.13","PRINCIPAL RESIDENCE","03/25/2015","15X80"
"18","70","0233","025","43 - 45 S CAREY ST",3280,"517.04","25.76","PRINCIPAL RESIDENCE","03/25/2015","41X80"
"27","150","4843K","025","5802 STONY RUN DR",13677.8,"7643.20","380.80","PRINCIPAL RESIDENCE","03/25/2015","0.314 ACRES"
"1","10","1749","042","116 S PATTERSON PARK AVE",2588.5,"8331.09","415.07","PRINCIPAL RESIDENCE","03/25/2015","16.7X155"
"10","10","1158","007","1213 ENSOR ST",1008,"67.44","3.36","PRINCIPAL RESIDENCE","03/25/2015","12.6X80"
"26","200","6043","050","5423 DAYWALT AVE",7645.5,"3160.69","157.47","PRINCIPAL RESIDENCE","03/25/2015","45X169.9"
"28","50","8030E","013","511 NOTTINGHAM ROAD",10500,"4893.90","243.82","PRINCIPAL RESIDENCE","03/25/2015","70X150"
"13","30","3551","030","1221 DELLWOOD AVE",1819,"2418.85","120.51","PRINCIPAL RESIDENCE","03/25/2015","17X107"
"23","90","1021","032","3 W HEATH ST",1036,"5192.88","258.72","PRINCIPAL RESIDENCE","03/25/2015","14X74"
"19","110","0264","027","237 1/2 S STRICKER ST",859.1,"1348.80","67.20","PRINCIPAL RESIDENCE","03/25/2015","12.1X71"
"27","420","5197","014B","4405 OLD YORK ROAD",1558,"1904.06","94.86","PRINCIPAL RESIDENCE","03/25/2015","19X82"
"12","160","3841","024","2722 SAINT PAUL ST",3275.2,"6584.39","328.05","PRINCIPAL RESIDENCE","03/25/2015","17.8X184"
"15","210","2948","075","3927 BOARMAN AVE",3290.52,"2409.86","120.06","PRINCIPAL RESIDENCE","03/25/2015","20.4X161.3"
"27","240","5387","520","4922 GILRAY DR",6425,"3684.47","183.57","PRINCIPAL RESIDENCE","03/25/2015","51.4X125"
"26","340","4179R","013","3725 ELMORA AVE",1593.6,"1881.58","93.74","PRINCIPAL RESIDENCE","03/25/2015","16X99.6"
"15","270","3058","043","3435 PIEDMONT AVE",3120,"2418.11","120.48","PRINCIPAL RESIDENCE","03/25/2015","20.8X150"
"1","60","1864","007","2412 HUDSON ST",714,"4334.14","215.94","PRINCIPAL RESIDENCE","03/25/2015","11.9X60"
"26","270","6124","062","4793 1/2 SHAMROCK AVE",1600,"2034.44","101.36","PRINCIPAL RESIDENCE","03/25/2015","16X100"
"12","200","3879A","012","3123 ABELL AVE",1570.52,"3682.22","183.46","PRINCIPAL RESIDENCE","03/25/2015","14.2X110.6"
"15","40","3044","006","2825 GWYNNS FALLS PKWY",2020,"2187.30","108.98","PRINCIPAL RESIDENCE","03/25/2015","20.2X100"
"8","140","1534","009","2116 E BIDDLE ST",980,"292.24","14.56","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"27","220","4464A","022","5606 KEY AVE",7500,"3291.07","163.97","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"27","560","5138A","530","5916 NORTHWOOD DR",2220,"2679.62","133.50","PRINCIPAL RESIDENCE","03/25/2015","20X111"
"7","190","1610","041","810 N LAKEWOOD AVE",973,"562.00","28.00","PRINCIPAL RESIDENCE","03/25/2015","13.9X70"
"22","20","0867","082","117 W CONWAY ST U# R 60",1033,"4945.60","246.40","PRINCIPAL RESIDENCE","03/25/2015","1033 S.F."
"16","170","2514","010","3818 CRANSTON AVE",1460,"1838.86","91.62","PRINCIPAL RESIDENCE","03/25/2015","14.6X100"
"15","180","3260","018","2115 N SMALLWOOD ST",1260,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","14X90"
"19","110","0280","062","309 S STRICKER ST",968,"674.40","33.60","PRINCIPAL RESIDENCE","03/25/2015","12.10X80"
"24","80","1946","017D","1808 WEBSTER ST",1306.8,"9810.27","488.77","PRINCIPAL RESIDENCE","03/25/2015","0.030 ACRES"
"25","60","7084","020","500 CAMBRIA ST",672,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","12X56"
"8","20","4166C","008","1715 E 25TH ST",1267,"398.64","19.86","PRINCIPAL RESIDENCE","03/25/2015","18.10X70"
"25","60","7122","001","4011 3RD ST",12500,"4729.79","235.65","PRINCIPAL RESIDENCE","03/25/2015","100X125"
"12","170","3845","006C","447 E 28TH ST",1318.5,"2524.50","125.78","PRINCIPAL RESIDENCE","03/25/2015","15X87.9"
"27","220","4396","006","6110 GREENSPRING AVE",7869.54,"4334.14","215.94","PRINCIPAL RESIDENCE","03/25/2015","57.4X137.1"
"16","220","2332C","013","1425 POPLAR GROVE ST",2369,"1670.26","83.22","PRINCIPAL RESIDENCE","03/25/2015","20.6X115"
"25","40","7473","051G","2414 RIDGELY ST",1764,"2944.88","146.72","PRINCIPAL RESIDENCE","03/25/2015","18X98"
"1","130","1790","037","531 S LAKEWOOD AVE",980,"4226.24","210.56","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"27","100","5266","057","5523 LEITH ROAD",3540,"2432.34","121.18","PRINCIPAL RESIDENCE","03/25/2015","35.4X100"
"16","250","2359","043","2416 CALVERTON HEIGHTS AVE",1978.8,"1510.66","75.26","PRINCIPAL RESIDENCE","03/25/2015","20.4X97"
"27","100","5237A","047","1219 E BELVEDERE AVE",3258.5,"2344.66","116.82","PRINCIPAL RESIDENCE","03/25/2015","19X171.5"
"28","50","8102K","012","4523 PEN LUCY ROAD",1920,"1989.48","99.12","PRINCIPAL RESIDENCE","03/25/2015","16X120"
"9","230","3971K","073","4051 THE ALAMEDA",4463.29,"2872.20","143.10","PRINCIPAL RESIDENCE","03/25/2015","32.11X139"
"27","170","4675D","008","5739 GREENSPRING AVE",44277.6,"10282.35","512.29","PRINCIPAL RESIDENCE","03/25/2015","228X194.2"
"27","230","4426C","010","3921 MORTIMER AVE",3754.1,"2546.98","126.90","PRINCIPAL RESIDENCE","03/25/2015","31X121.10"
"27","20","5850","016","5000 OAKLYN AVE",6370,"3682.97","183.49","PRINCIPAL RESIDENCE","03/25/2015","49X130"
"27","100","5266","029","5500 WOODMONT AVE",3681.6,"2448.07","121.97","PRINCIPAL RESIDENCE","03/25/2015","35.4X104"
"25","40","7492C","056","2548 MARBOURNE AVE",1824,"2513.26","125.22","PRINCIPAL RESIDENCE","03/25/2015","16X114"
"26","130","6291","036","122 S CLINTON ST",1028.16,"2651.13","132.08","PRINCIPAL RESIDENCE","03/25/2015","13.6X75.6"
"27","230","4293","223","3737 CLARKS LANE U# 306",1331,"741.84","36.96","PRINCIPAL RESIDENCE","03/25/2015","1331 S.F."
"25","10","8139L","051","402 S CHAPELGATE LANE",1858.2,"3201.15","159.49","PRINCIPAL RESIDENCE","03/25/2015","19X97.8"
"24","130","1922","540","23 PIERSIDE DR U# 416",910,"4282.44","213.36","PRINCIPAL RESIDENCE","03/25/2015","910 SQ FT"
"24","50","1918","027","1130 RIVERSIDE AVE",1033.2,"6170.76","307.44","PRINCIPAL RESIDENCE","03/25/2015","12.6X82"
